,id,polarity,nature,emotion
1213,504674935588278272,=,INFORMATION,
1214,504675158079315969,+,EMOTION,PLAISIR
1215,504676382514106369,=,INFORMATION,
1216,504676987298799616,+,OPINION,VALORISATION
1217,504677510295326720,+,OPINION,VALORISATION
1218,504677999082754048,=,INFORMATION,
1219,504678298983870464,+,SENTIMENT,SATISFACTION
1220,504679303163170816,+,OPINION,ACCORD
1221,504679379394240512,+,OPINION,ACCORD
1222,504680157836484609,=,INFORMATION,
1223,504684787387604992,-,,
1224,504684917758771200,=,INFORMATION,
1225,504685962635796480,=,INFORMATION,
1226,504687147350511616,+,,
1227,504687510484967425,-,EMOTION,COLERE
1228,504688308644229121,+,OPINION,VALORISATION
1229,504688386503086080,=,INFORMATION,
1230,504689351704739840,-,EMOTION,DEPLAISIR
1231,504690020838805504,+,OPINION,VALORISATION
1232,504692312367431680,=,INFORMATION,
1233,504694966044884994,+,OPINION,VALORISATION
1234,504699143835496448,=,INFORMATION,
1235,504702488801710081,+,EMOTION,PLAISIR
1236,504704871766167552,=,INFORMATION,
1237,504705410574852096,+,,
1238,504706076738981888,+,OPINION,VALORISATION
1239,504706326732500992,-,EMOTION,DEPLAISIR
1240,504708637592272896,=,INFORMATION,
1241,504709373734555648,=,INFORMATION,
1242,504711680266625024,+,,
1243,504713632068796416,=,INFORMATION,
1244,504714313958166528,+,,
1245,504715099391930368,-,OPINION,DEVALORISATION
1246,504715509540327424,=,INFORMATION,
1247,504716879374450689,=,INFORMATION,
1248,504717834560499712,-,EMOTION,MEPRIS
1249,504722782169870336,+,OPINION,VALORISATION
1250,504723094259630080,=,INFORMATION,
1251,504726027126333440,+,,
1252,504727009977974784,-,EMOTION,MEPRIS
1253,504730965525016576,-,EMOTION,COLERE
1254,504733027616833536,-,EMOTION,MEPRIS
1255,504733818176434177,-,EMOTION,TRISTESSE
1256,504742613015351296,=,INFORMATION,
1257,504744220809523200,+,,
1258,504749287679741952,=,INFORMATION,
1259,504754003067273217,-,OPINION,DESACCORD
1260,504755348272852993,=,INFORMATION,
1261,504760533208530944,=,INFORMATION,
1262,504764135976882176,+,OPINION,VALORISATION
1263,504764502714630144,-,EMOTION,COLERE
1264,504764706653892608,+,OPINION,VALORISATION
1265,504767614577426432,=,INFORMATION,
1266,504771825662849025,=,INFORMATION,
1267,504771926402007041,=,INFORMATION,
1268,504771927987089409,=,INFORMATION,
1269,504780420504776705,=,INFORMATION,
1270,504783406056865792,+,OPINION,VALORISATION
1271,504784166521950208,=,INFORMATION,
1272,504795662320689152,-,EMOTION,COLERE
1273,504803789724213251,=,INFORMATION,
1274,504807561116532736,=,INFORMATION,
1275,504809920626454528,=,INFORMATION,
1276,504818607583682560,=,INFORMATION,
1277,504829591081746435,+,OPINION,VALORISATION
1278,504833790808981504,=,INFORMATION,
1279,504840145313345536,-,OPINION,DEVALORISATION
1280,504842152191737856,=,INFORMATION,
1281,504843982883782657,=,INFORMATION,
1282,504856089436114945,+,,
1283,504863438061858816,-,SENTIMENT,INSATISFACTION
1284,504865646006767616,+,OPINION,VALORISATION
1285,504865928681897984,+,SENTIMENT,SATISFACTION
1286,504866811503210496,-,OPINION,DEVALORISATION
1287,504868388188192768,=,INFORMATION,
1288,504871365162192896,-,OPINION,DESACCORD
1289,504873778955190272,+,OPINION,VALORISATION
1290,504874960934805504,-,,
1291,504875335033552897,+,OPINION,VALORISATION
1292,504877542739038209,+,,
1293,504878087289323520,=,INFORMATION,
1294,504880759794962433,=,INFORMATION,
1295,504881202625777664,+,OPINION,VALORISATION
1296,504881322398334976,=,INFORMATION,
1297,504881346117140480,+,OPINION,ACCORD
1298,504883149956870144,+,,
1299,504884485289037824,=,INFORMATION,
1300,504887500016717824,+,EMOTION,AMOUR
1301,504887973423620096,+,OPINION,VALORISATION
1302,504888078193135617,-,EMOTION,PEUR
1303,504888248695799809,=,INFORMATION,
1304,504888249849225216,-,,
1305,504891004093493248,=,INFORMATION,
1306,504893065333444608,=,INFORMATION,
1307,504893644890206208,-,OPINION,DEVALORISATION
1308,504894293698678784,=,INFORMATION,
1309,504894460195786752,+,OPINION,VALORISATION
1310,504895548529586177,=,INFORMATION,
1311,504897615046012929,+,,
1312,504897965337878529,-,OPINION,DEVALORISATION
1313,504898055074631681,-,,
1314,504898077895843840,+,,
1315,504898937674027008,=,INFORMATION,
1316,504899810785513472,=,INFORMATION,
1317,504900494624444417,+,,
1318,504901098340356097,+,OPINION,VALORISATION
1319,504902357478805504,-,OPINION,DEVALORISATION
1320,504902769908535296,-,,
1321,504903435544977408,=,INFORMATION,
1322,504904419390271488,-,,
1323,504905061768511488,+,OPINION,VALORISATION
1324,504906897116626945,+,OPINION,VALORISATION
1325,504908566323822592,=,INFORMATION,
1326,504909269896937474,+,OPINION,VALORISATION
1327,504909400222736385,=,INFORMATION,
1328,504910086087933953,=,INFORMATION,
1329,504910095311175680,+,,
1330,504910956808658944,-,,
1331,504912940625952768,+,OPINION,VALORISATION
1332,504913124592746496,-,EMOTION,MEPRIS
1333,504914190285303809,-,OPINION,DEVALORISATION
1334,504914543890268160,+,,
1335,504914711419559937,+,SENTIMENT,SATISFACTION
1336,504915361381502976,-,OPINION,DEVALORISATION
1337,504915492885516288,=,INFORMATION,
1338,504918000928292865,=,INFORMATION,
1339,504918250883653632,=,INFORMATION,
1340,504918315983458304,+,OPINION,VALORISATION
1341,504922284948488192,=,INFORMATION,
1342,504923604568780800,=,INFORMATION,
1343,504924570080387072,+,OPINION,VALORISATION
1344,504924630768189441,=,INFORMATION,
1345,504926560650928128,=,INFORMATION,
1346,504927792992366592,+,OPINION,VALORISATION
1347,504927802726948865,+,OPINION,VALORISATION
1348,504927894662283264,=,INFORMATION,
1349,504927896016662528,-,,
1350,504928683816411136,=,INFORMATION,
1351,504928744407334912,+,OPINION,VALORISATION
1352,504932439366836224,+,OPINION,VALORISATION
1353,504932911842598912,-,EMOTION,COLERE
1354,504933059334926338,+,OPINION,VALORISATION
1355,504935944685121536,=,INFORMATION,
1356,504937219535421440,+,SENTIMENT,SATISFACTION
1357,504937243195478016,-,EMOTION,COLERE
1358,504938068508672000,-,,
1359,504939384073105409,=,INFORMATION,
1360,504940192596107264,-,,
1361,504940889375248384,-,,
1362,504940910333788160,+,OPINION,ACCORD
1363,504940919909400577,+,OPINION,ACCORD
1364,504941949372362752,-,EMOTION,MEPRIS
1365,504942227291119616,+,,
1366,504942858126643200,=,INFORMATION,
1367,504946181072781312,=,INFORMATION,
1368,504947051185340416,-,OPINION,DEVALORISATION
1369,504948889817202688,+,,
1370,504952568108556288,=,INFORMATION,
1371,504952961609768961,+,OPINION,VALORISATION
1372,504953561440980992,+,,
1373,504955955046780929,+,OPINION,VALORISATION
1374,504958090559909889,=,INFORMATION,
1375,504958117692837888,+,SENTIMENT,SATISFACTION
1376,504958836986236928,=,INFORMATION,
1377,504959224980705280,+,OPINION,VALORISATION
1378,504960744967110656,=,INFORMATION,
1379,504960912663379968,+,OPINION,VALORISATION
1380,504961094457511936,+,SENTIMENT,SATISFACTION
1381,504961135334789121,=,INFORMATION,
1382,504961183544524800,=,INFORMATION,
1383,504963866351403008,+,OPINION,VALORISATION
1384,504966617378209792,-,,
1385,504966801696886784,=,INFORMATION,
1386,504969332003459073,=,INFORMATION,
1387,504969801610313728,=,INFORMATION,
1388,504970248865726464,=,INFORMATION,
1389,504971201845137408,-,EMOTION,PEUR
1390,504971324515561472,=,INFORMATION,
1391,504971522029527040,+,SENTIMENT,SATISFACTION
1392,504973743970869248,=,INFORMATION,
1393,504976961559478273,-,EMOTION,PEUR
1394,504976996888485888,+,SENTIMENT,SATISFACTION
1395,504978494829645824,+,OPINION,VALORISATION
1396,504979250450280448,+,,
1397,504986512711516160,-,EMOTION,PEUR
1398,504987703063379968,+,OPINION,VALORISATION
1399,504988604301443072,=,INFORMATION,
1400,504988787366432770,=,INFORMATION,
1401,504989326951079936,+,OPINION,ACCORD
1402,504990496414896129,+,SENTIMENT,SATISFACTION
1403,504993319731339264,+,OPINION,VALORISATION
1404,504994369061933058,=,INFORMATION,
1405,504995152222384128,+,,
1406,504995964663644160,=,INFORMATION,
1407,504996312195280896,+,EMOTION,PLAISIR
1408,504997486071930880,+,SENTIMENT,SATISFACTION
1409,504999667864965121,+,,
1410,505000501616734210,+,OPINION,VALORISATION
1411,505001433465643009,=,INFORMATION,
1412,505002294673682432,-,OPINION,DESACCORD
1413,505003711807365120,-,OPINION,DEVALORISATION
1414,505005707612401664,+,OPINION,ACCORD
1415,505005887225098240,+,OPINION,VALORISATION
1416,505006378780745728,+,,
1417,505006856495185920,-,OPINION,DESACCORD
1418,505010973896605696,=,INFORMATION,
1419,505011345545129984,=,INFORMATION,
1420,505011362121412608,+,OPINION,VALORISATION
1421,505015571612979200,=,INFORMATION,
1422,505015790194950144,=,INFORMATION,
1423,505016045200220161,-,EMOTION,COLERE
1424,505016580137549824,=,INFORMATION,
1425,505018369771593729,=,INFORMATION,
1426,505019713923981312,-,EMOTION,DEPLAISIR
1427,505019800922652673,+,OPINION,VALORISATION
1428,505023480317108224,-,,
1429,505024189896880129,+,,
1430,505025017709862912,=,INFORMATION,
1431,505025584704274432,+,OPINION,VALORISATION
1432,505027231685812224,=,INFORMATION,
1433,505027709366730752,+,OPINION,VALORISATION
1434,505027887289077760,=,INFORMATION,
1435,505028753580650497,+,OPINION,VALORISATION
1436,505029414774898688,=,INFORMATION,
1437,505029787929575425,=,INFORMATION,
1438,505029995673440258,=,INFORMATION,
1439,505030173906198528,-,OPINION,DEVALORISATION
1440,505030935038136320,=,INFORMATION,
1441,505033060942086144,+,OPINION,VALORISATION
1442,505034890673668096,+,OPINION,VALORISATION
1443,505036887300771840,=,INFORMATION,
1444,505037406513692673,+,,
1445,505040643895623682,-,EMOTION,COLERE
1446,505043207399292928,=,INFORMATION,
1447,505046360622923776,-,OPINION,DEVALORISATION
1448,505046459579109376,+,OPINION,ACCORD
1449,505046576512114688,-,,
1450,505048238479933440,-,EMOTION,DEPLAISIR
1451,505048578398904320,+,OPINION,VALORISATION
1452,505048744774348800,=,INFORMATION,
1453,505050736892592130,-,EMOTION,MEPRIS
1454,505051913587814400,+,,
1455,505053022071062529,+,OPINION,VALORISATION
1456,505054695434354688,-,EMOTION,DERANGEMENT
1457,505058088706392064,+,OPINION,VALORISATION
1458,505062033725730816,=,INFORMATION,
1459,505066245847547905,=,INFORMATION,
1460,505066523854004224,=,INFORMATION,
1461,505071632512479233,+,OPINION,VALORISATION
1462,505072461327904769,+,OPINION,VALORISATION
1463,505074304879300608,=,INFORMATION,
1464,505081785781608448,=,INFORMATION,
1465,505082463387787264,+,OPINION,VALORISATION
1466,505083065979662336,=,INFORMATION,
1467,505088576975953920,=,INFORMATION,
1468,505089000067969024,+,OPINION,ACCORD
1469,505091357757538304,-,OPINION,DEVALORISATION
1470,505091745760411648,+,OPINION,VALORISATION
1471,505092942693163008,=,INFORMATION,
1472,505093007146622976,+,OPINION,ACCORD
1473,505094105350025218,-,OPINION,DEVALORISATION
1474,505097416258113536,=,INFORMATION,
1475,505100564578193409,=,INFORMATION,
1476,505101748818546689,+,,
1477,505106921037512705,+,OPINION,VALORISATION
1478,505112945722789889,=,INFORMATION,
1479,505116786992635904,=,INFORMATION,
1480,505120727679664128,-,EMOTION,MEPRIS
1481,505126333106884608,-,EMOTION,MEPRIS
1482,505128466111397889,=,INFORMATION,
1483,505133415822524416,=,INFORMATION,
1484,505136614020878339,=,INFORMATION,
1485,505138485783588865,=,INFORMATION,
1486,505149445148000256,=,INFORMATION,
1487,505153274014867456,=,INFORMATION,
1488,505153329547067392,+,OPINION,VALORISATION
1489,505164382771617793,-,EMOTION,COLERE
1490,505166877178736642,=,INFORMATION,
1491,505176533497946112,=,INFORMATION,
1492,505176648753635328,=,INFORMATION,
1493,505182823884804097,=,INFORMATION,
1494,505188280028372992,=,INFORMATION,
1495,505188844149682176,+,OPINION,VALORISATION
1496,505206644700360704,=,INFORMATION,
1497,505207779586752512,+,OPINION,VALORISATION
1498,505213136425603072,+,,
1499,505216863962685441,=,INFORMATION,
1500,505217759907950592,=,INFORMATION,
1501,505224420135165952,+,,
1502,505225869263372288,+,OPINION,VALORISATION
1503,505232914117058560,=,INFORMATION,
1504,505233081453006848,=,INFORMATION,
1505,505233256384847872,+,OPINION,VALORISATION
1506,505237240331915265,=,INFORMATION,
1507,505239847045697536,-,,
1508,505240270410354688,=,INFORMATION,
1509,505241344097677313,+,OPINION,VALORISATION
1510,505243474178740225,=,INFORMATION,
1511,505245623034343424,=,INFORMATION,
1512,505247255532941312,=,INFORMATION,
1513,505247792025989120,=,INFORMATION,
1514,505248035451199488,-,OPINION,DEVALORISATION
1515,505250087392776192,+,OPINION,ACCORD
1516,505252172171587584,=,INFORMATION,
1517,505255407762538496,=,INFORMATION,
1518,505257942476550144,+,,
1519,505260082805100544,=,INFORMATION,
1520,505260693189574656,-,,
1521,505261088561446912,=,INFORMATION,
1522,505262900492374017,=,INFORMATION,
1523,505263589423583232,=,INFORMATION,
1524,505264319354126337,=,INFORMATION,
1525,505264893587914752,=,INFORMATION,
1526,505266507006226432,=,INFORMATION,
1527,505271149841113088,=,INFORMATION,
1528,505271987615191040,+,OPINION,VALORISATION
1529,505274355287621632,=,INFORMATION,
1530,505275238381518848,+,OPINION,VALORISATION
1531,505275328131248128,=,INFORMATION,
1532,505277619177537536,+,OPINION,VALORISATION
1533,505277661229645824,+,OPINION,VALORISATION
1534,505277668104089600,-,SENTIMENT,INSATISFACTION
1535,505279282051293184,+,OPINION,VALORISATION
1536,505279641964118016,=,INFORMATION,
1537,505281279349506048,-,OPINION,DEVALORISATION
1538,505281337029570561,=,INFORMATION,
1539,505282693824008192,=,INFORMATION,
1540,505283930590019584,=,INFORMATION,
1541,505285450215350272,=,INFORMATION,
1542,505285492473348096,=,INFORMATION,
1543,505286313671929856,=,INFORMATION,
1544,505286463148142592,=,INFORMATION,
1545,505286536427233282,-,EMOTION,SURPRISE_NEGATIVE
1546,505287352089325569,+,,
1547,505291317875060736,=,INFORMATION,
1548,505292000783265792,=,INFORMATION,
1549,505293006262784000,-,OPINION,DEVALORISATION
1550,505293225167695872,+,OPINION,ACCORD
1551,505294237530066944,=,INFORMATION,
1552,505294829124059136,=,INFORMATION,
1553,505294882634625024,=,INFORMATION,
1554,505295147920523264,=,INFORMATION,
1555,505295590990024705,=,INFORMATION,
1556,505297434499506176,+,OPINION,VALORISATION
1557,505298676965969920,=,INFORMATION,
1558,505298682984816640,+,OPINION,VALORISATION
1559,505299839257546752,+,OPINION,VALORISATION
1560,505301097901490177,=,INFORMATION,
1561,505302052809867264,=,INFORMATION,
1562,505303939089444864,=,INFORMATION,
1563,505308740770230272,-,EMOTION,PEUR
1564,505315127735111680,+,EMOTION,APAISEMENT
1565,505315550558703616,=,INFORMATION,
1566,505318710253723648,+,OPINION,VALORISATION
1567,505321042202480640,=,INFORMATION,
1568,505322787083673600,+,OPINION,VALORISATION
1569,505324170226700289,=,INFORMATION,
1570,505326216430514178,=,INFORMATION,
1571,505326658505953281,=,INFORMATION,
1572,505327112254152704,=,INFORMATION,
1573,505329150392283137,+,OPINION,VALORISATION
1574,505330376068562945,=,INFORMATION,
1575,505331556547039232,=,INFORMATION,
1576,505333459020435456,-,,
1577,505335699500183552,+,OPINION,VALORISATION
1578,505335788578811906,+,,
1579,505341668539629568,=,INFORMATION,
1580,505344186925981696,+,OPINION,VALORISATION
1581,505344632595939329,+,OPINION,VALORISATION
1582,505345439995289601,+,SENTIMENT,SATISFACTION
1583,505347224436760576,-,,
1584,505347227154661376,=,INFORMATION,
1585,505347681875550208,+,OPINION,VALORISATION
1586,505347958976823296,+,OPINION,VALORISATION
1587,505348006766317568,+,OPINION,VALORISATION
1588,505349072929427456,=,INFORMATION,
1589,505349557556088832,=,INFORMATION,
1590,505355438519361536,-,EMOTION,COLERE
1591,505355644992761856,=,INFORMATION,
1592,505356100888444928,+,OPINION,VALORISATION
1593,505356981616771073,=,INFORMATION,
1594,505357883266310144,+,,
1595,505359373539893249,=,INFORMATION,
1596,505359464644739072,=,INFORMATION,
1597,505360003407310848,=,INFORMATION,
1598,505361519971139585,=,INFORMATION,
1599,505361666822139904,+,OPINION,VALORISATION
1600,505362690135441408,=,INFORMATION,
1601,505362795907399680,=,INFORMATION,
1602,505363056319160321,=,INFORMATION,
1603,505363845569732608,+,,
1604,505363896841285633,=,INFORMATION,
1605,505364191646330880,+,OPINION,VALORISATION
1606,505364708460085249,=,INFORMATION,
1607,505364715233890306,=,INFORMATION,
1608,505365588622200833,+,,
1609,505367321540820992,+,OPINION,VALORISATION
1610,505367845518442500,=,INFORMATION,
1611,505369874991169537,-,,
1612,505370080566575104,+,,
1613,505371283237113856,-,OPINION,DEVALORISATION
1614,505371966799622144,+,OPINION,VALORISATION
1615,505372180142882816,=,INFORMATION,
1616,505372281213046785,=,INFORMATION,
1617,505372310363066369,=,INFORMATION,
1618,505372388050345984,+,OPINION,VALORISATION
1619,505372546657976321,+,OPINION,VALORISATION
1620,505372680007454720,+,,
1621,505372994324422656,-,,
1622,505374145278783488,=,INFORMATION,
1623,505375339955372033,=,INFORMATION,
1624,505375835009069056,=,INFORMATION,
1625,505375933625536513,=,INFORMATION,
1626,505378630638133249,+,EMOTION,APAISEMENT
1627,505378851640594432,+,OPINION,VALORISATION
1628,505379200275320832,=,INFORMATION,
1629,505380039295500288,+,,
1630,505381437718413312,-,,
1631,505381446954270720,+,OPINION,VALORISATION
1632,505383429538848768,-,EMOTION,MEPRIS
1633,505384589968568321,=,INFORMATION,
1634,505384678090899456,=,INFORMATION,
1635,505385035051327488,+,OPINION,VALORISATION
1636,505387857645543424,+,OPINION,VALORISATION
1637,505390837577293825,=,INFORMATION,
1638,505391158194085888,=,INFORMATION,
1639,505392589609402369,=,INFORMATION,
1640,505399671435436033,+,OPINION,VALORISATION
1641,505400429073932288,+,,
1642,505405868154712064,+,,
1643,505407355769880576,=,INFORMATION,
1644,505411483103412224,-,OPINION,DEVALORISATION
1645,505413369076400129,=,INFORMATION,
1646,505414634329751553,+,OPINION,VALORISATION
1647,505414835648339968,-,EMOTION,COLERE
1648,505415444497719296,-,,
1649,505417195011469312,=,INFORMATION,
1650,505418064519647233,=,INFORMATION,
1651,505418555169726465,-,EMOTION,MEPRIS
1652,505418724937977856,+,OPINION,VALORISATION
1653,505421419975815168,+,EMOTION,PLAISIR
1654,505421897954516992,-,,
1655,505422819275341826,=,INFORMATION,
1656,505424961771954177,+,,
1657,505427975400337408,=,INFORMATION,
1658,505432689940258816,-,EMOTION,COLERE
1659,505432697997504512,-,EMOTION,COLERE
1660,505432698005893120,-,EMOTION,COLERE
1661,505432717408747520,-,EMOTION,COLERE
1662,505436649699168256,+,OPINION,VALORISATION
1663,505438546388590593,=,INFORMATION,
1664,505443107564191744,+,EMOTION,PLAISIR
1665,505445172579422208,=,INFORMATION,
1666,505451463024582656,+,OPINION,VALORISATION
1667,505453416106426368,=,INFORMATION,
1668,505453479842689024,-,EMOTION,PEUR
1669,505456060204064769,-,EMOTION,COLERE
1670,505458694801600516,=,INFORMATION,
1671,505459979747606528,-,,
1672,505462192448499712,=,INFORMATION,
1673,505470246887882752,=,INFORMATION,
1674,505474196395528194,+,OPINION,VALORISATION
1675,505475365339693056,+,OPINION,ACCORD
1676,505476318071640064,=,INFORMATION,
1677,505485627350351872,-,EMOTION,MEPRIS
1678,505486656905175040,=,INFORMATION,
1679,505487803053248513,=,INFORMATION,
1680,505488060021493760,-,EMOTION,PEUR
1681,505494105347330048,=,INFORMATION,
1682,505500367489359872,=,INFORMATION,
1683,505502427932786689,=,INFORMATION,
1684,505507581415395328,+,OPINION,VALORISATION
1685,505518819897790464,-,EMOTION,PEUR
1686,505534219863732224,=,INFORMATION,
1687,505561937766526977,-,,
1688,505575611407269888,=,INFORMATION,
1689,505582198125527040,+,OPINION,VALORISATION
1690,505593803307507712,+,OPINION,VALORISATION
1691,505596688254652416,=,INFORMATION,
1692,505596985366544384,=,INFORMATION,
1693,505601057335279616,=,INFORMATION,
1694,505606304241844224,=,INFORMATION,
1695,505607389081792512,=,INFORMATION,
1696,505609707697233920,-,EMOTION,COLERE
1697,505613435200344064,=,INFORMATION,
1698,505619462264225792,=,INFORMATION,
1699,505623356394438656,+,OPINION,VALORISATION
1700,505623878421716992,=,INFORMATION,
1701,505625683284856832,-,EMOTION,COLERE
1702,505625981772521472,=,INFORMATION,
1703,505628316553203712,-,EMOTION,MEPRIS
1704,505628395976531968,=,INFORMATION,
1705,505632244980264961,-,EMOTION,COLERE
1706,505633596154318848,+,,
1707,505633602135408641,+,,
1708,505636909280808960,-,EMOTION,COLERE
1709,505638345657950208,+,,
1710,505639652213424128,=,INFORMATION,
1711,505640076819595264,-,EMOTION,COLERE
1712,505641372234158081,-,EMOTION,MEPRIS
1713,505644716114055168,-,EMOTION,COLERE
1714,505646199240925184,=,INFORMATION,
1715,505646728868286464,+,,
1716,505646802117599233,+,OPINION,VALORISATION
1717,505650443872370688,=,INFORMATION,
1718,505652414058614785,=,INFORMATION,
1719,505653371957940224,=,INFORMATION,
1720,505653821583155201,=,INFORMATION,
1721,505654573860544512,+,OPINION,VALORISATION
1722,505660259399393280,=,INFORMATION,
1723,505662524155785216,-,EMOTION,DEPLAISIR
1724,505664707726802945,=,INFORMATION,
1725,505666936341282816,-,OPINION,DEVALORISATION
1726,505672680167989249,=,INFORMATION,
1727,505675738155347968,=,INFORMATION,
1728,505677794098315264,+,OPINION,VALORISATION
1729,505686332828844032,-,EMOTION,COLERE
1730,505686672659714048,=,INFORMATION,
1731,505688220018180096,=,INFORMATION,
1732,505691100812562432,-,EMOTION,MEPRIS
1733,505693250632810496,+,OPINION,VALORISATION
1734,505695860685295617,=,INFORMATION,
1735,505696193746567169,-,EMOTION,MEPRIS
1736,505697497172672512,=,INFORMATION,
1737,505699958407065600,+,,
1738,505700524445151232,=,INFORMATION,
1739,505701534311907328,=,INFORMATION,
1740,505702529356029952,=,INFORMATION,
1741,505704411889676290,=,INFORMATION,
1742,505704776835686400,-,,
1743,505704847996633088,+,OPINION,VALORISATION
1744,505711426024271873,+,OPINION,VALORISATION
1745,505711709592776704,=,INFORMATION,
1746,505712692267847681,=,INFORMATION,
1747,505715411250184192,=,INFORMATION,
1748,505719504546963456,+,OPINION,VALORISATION
1749,505724113462099968,+,OPINION,VALORISATION
1750,505727687491874816,=,INFORMATION,
1751,505728215219179520,+,OPINION,VALORISATION
1752,505729443105484800,-,OPINION,DEVALORISATION
1753,505732990799200257,=,INFORMATION,
1754,505736243603185664,=,INFORMATION,
1755,505736464525971457,=,INFORMATION,
1756,505737506797527040,-,EMOTION,PEUR
1757,505738718402314240,+,OPINION,ACCORD
1758,505740857858064384,+,EMOTION,APAISEMENT
1759,505741115681951744,=,INFORMATION,
1760,505741587562106880,+,OPINION,ACCORD
1761,505741664846360576,=,INFORMATION,
1762,505742062252457986,=,INFORMATION,
1763,505742825183801345,=,INFORMATION,
1764,505744470621814784,=,INFORMATION,
1765,505744931856470017,=,INFORMATION,
1766,505745114472271872,-,EMOTION,PEUR
1767,505746419349987328,-,OPINION,DESACCORD
1768,505746828973703168,=,INFORMATION,
1769,505748197621661696,-,OPINION,DEVALORISATION
1770,505748814972878849,=,INFORMATION,
1771,505754845588901888,-,OPINION,DEVALORISATION
1772,505755109381648385,-,OPINION,DEVALORISATION
1773,505755698928840704,-,EMOTION,PEUR
1774,505756226207350784,=,INFORMATION,
1775,505757208811147264,=,INFORMATION,
1776,505759080892604417,+,SENTIMENT,SATISFACTION
1777,505759649006903296,=,INFORMATION,
1778,505759875444785152,-,EMOTION,COLERE
1779,505760634022424577,=,INFORMATION,
1780,505761084981403648,=,INFORMATION,
1781,505762485727924224,=,INFORMATION,
1782,505765812217856000,-,EMOTION,DEPLAISIR
1783,505766680019353600,+,,
1784,505767161424404480,+,OPINION,VALORISATION
1785,505767614124417024,=,INFORMATION,
1786,505768396093685760,=,INFORMATION,
1787,505768533503262720,+,OPINION,VALORISATION
1788,505772026519642112,+,SENTIMENT,SATISFACTION
1789,505772848171212800,-,EMOTION,COLERE
1790,505776292432969728,=,INFORMATION,
1791,505778585849069568,+,OPINION,VALORISATION
1792,505780231051821057,=,INFORMATION,
1793,505781640610975746,-,EMOTION,PEUR
1794,505781642686783488,-,EMOTION,PEUR
1795,505784557032189952,=,INFORMATION,
1796,505786012677980160,=,INFORMATION,
1797,505794701073850368,-,EMOTION,PEUR
1798,505795134131564545,=,INFORMATION,
1799,505795733912444929,-,OPINION,DEVALORISATION
1800,505796625777065985,-,EMOTION,DEPLAISIR
1801,505801226676887552,-,OPINION,DEVALORISATION
1802,505802546427224064,-,EMOTION,MEPRIS
1803,505802765718020096,-,OPINION,DEVALORISATION
1804,505804964250521600,-,,
1805,505807897998401536,+,OPINION,VALORISATION
1806,505808072502018051,-,,
1807,505809853147656192,-,EMOTION,COLERE
1808,505809859208417280,-,,
1809,505809909418442752,-,,
1810,505810001852923907,-,EMOTION,MEPRIS
1811,505810010002030593,-,,
1812,505810857368907776,-,,
1813,505812082412244992,=,INFORMATION,
1814,505812881892737024,+,SENTIMENT,SATISFACTION
1815,505813745310789632,-,OPINION,DEVALORISATION
1816,505814211885559808,-,OPINION,DESACCORD
1817,505814281989144576,-,,
1818,505817006835105792,=,INFORMATION,
1819,505818616315785216,-,OPINION,DESACCORD
1820,505820104882679809,=,INFORMATION,
1821,505820816731549697,-,,
1822,505821500822544384,=,INFORMATION,
1823,505821872211361792,=,INFORMATION,
1824,505828703549788160,=,INFORMATION,
1825,505830476977037312,-,,
1826,505832713492770816,-,,
1827,505834030731112448,+,OPINION,VALORISATION
1828,505835282852478977,-,,
1829,505836733707980800,+,OPINION,VALORISATION
1830,505837497470177281,=,INFORMATION,
1831,505838293888827392,-,EMOTION,COLERE
1832,505839066886467584,=,INFORMATION,
1833,505839368754708480,-,EMOTION,COLERE
1834,505839454817644545,=,INFORMATION,
1835,505839459758522368,=,INFORMATION,
1836,505840095996305408,-,EMOTION,PEUR
1837,505840932596355072,=,INFORMATION,
1838,505841093171478528,=,INFORMATION,
1839,505841094937280512,+,,
1840,505841130068787200,-,EMOTION,COLERE
1841,505841308028928000,=,INFORMATION,
1842,505841338198548481,+,OPINION,VALORISATION
1843,505841390321147904,=,INFORMATION,
1844,505841462060527617,=,INFORMATION,
1845,505841556231045121,-,EMOTION,DEPLAISIR
1846,505841658228113408,=,INFORMATION,
1847,505841803460116480,-,,
1848,505842628244803584,=,INFORMATION,
1849,505844520856981504,-,,
1850,505845070172413953,+,OPINION,VALORISATION
1851,505845532901015554,=,INFORMATION,
1852,505845838758039552,+,,
1853,505846305764421633,+,OPINION,VALORISATION
1854,505846941109219329,=,INFORMATION,
1855,505847357725216769,=,INFORMATION,
1856,505848187471814656,=,INFORMATION,
1857,505848194862182400,+,,
1858,505848787579850753,-,EMOTION,PEUR
1859,505849013208645632,-,EMOTION,COLERE
1860,505851915633061889,-,EMOTION,MEPRIS
1861,505854879131127809,=,INFORMATION,
1862,505858743276277761,-,EMOTION,COLERE
1863,505863812692840450,=,INFORMATION,
1864,505873382811131904,=,INFORMATION,
1865,505882849254588416,-,EMOTION,DEPLAISIR
1866,505883127043342336,=,INFORMATION,
1867,505886359782162432,=,INFORMATION,
1868,505898303956221952,=,INFORMATION,
1869,505898375179272192,=,INFORMATION,
1870,505904857208070144,+,OPINION,VALORISATION
1871,505916401824333825,=,INFORMATION,
1872,505921609765777408,-,OPINION,DEVALORISATION
1873,505932381476237313,=,INFORMATION,
1874,505945756403245056,-,,
1875,505953142333517824,+,OPINION,VALORISATION
1876,505963208130453504,=,INFORMATION,
